POSITION,NAME,TACKLES,SACKS,FORCEDFUMBLES,INTERCEPTIONS
DB,Nelson.Steven,8,0,0,0
DB,Newman.Terence,62,0,0,3
DB,Nixon.Taurean,0,0,0,0
DB,Norman.Josh,56,0,3,4
DB,Okotcha.Bennett,0,0,0,0
DB,Olatoye.Deji,13,0,0,1
DB,Parker.Ron,78,5,1,3
DB,Parks.Will,0,0,0,0
DB,Parms.Damian,0,0,0,0
DB,Patmon.Tyler,13,0,0,0
DB,Patterson.Eric,3,0,0,0
DB,Perry.Nick,0,0,0,0
DB,Peters.Marcus,60,0,1,8
DB,Peterson.Kevin,0,0,0,0
DB,Peterson.Patrick,35,0,1,2
DB,Phillips.Adrian,19,0,0,1
DB,Phillips.Dashaun,5,0,0,0
DB,Pitts.Lafayette,0,0,0,0
DB,Pleasant.Eddie,36,1,0,2
DB,Poole.Brian,0,0,0,0
DB,Porter.Tracy,35,0,1,1
DB,Powell.Tyvis,0,0,0,0
DB,Powers.Jerraud,52,1,0,1
DB,Poyer.Jordan,43,1,0,2
DB,Prater.Shaun,0,0,0,0
DB,Price.Jabari,0,0,0,0
DB,Price.Sheldon,1,0,0,0
DB,Prosinski.Chris,31,1,1,0
DB,Pruitt.Jimmy,0,0,0,0
DB,Pryor.Calvin,69,0,1,2
DB,Quin.Glover,67,0,1,4
DB,Ramsey.Jalen,0,0,0,0
DB,Randall.Damarious,58,0,0,3
DB,Randolph.Brian,0,0,0,0
DB,Randolph.Shakiel,0,0,0,0
DB,Raven.Floyd,0,0,0,0
DB,Reaser.Keith,8,0,0,0
DB,Redmond.Will,0,0,0,0
DB,Reed.Kalan,0,0,0,0
DB,Reed.Trovon,0,0,0,0
DB,Reid.Eric,71,1,1,0
DB,Revis.Darrelle,39,0,0,5
DB,Reynolds.Ed,21,0,0,1
DB,Rhodes.Xavier,58,0,0,1
DB,Rice.Denzel,0,0,0,0
DB,Richards.Jordan,20,0,1,0
DB,Riggs.Cody,14,0,1,0
DB,Riley.Curtis,0,0,0,0
DB,Roberson.Marcus,29,0,1,0
DB,Roberson.Tre,0,0,0,0
DB,Roberts.Darryl,0,0,0,0
DB,Robey.Nickell,46,1,0,0
DB,Robinson.Josh,2,0,0,0
DB,Robinson.Patrick,49,0,1,1
DB,Robinson.Rashard,0,0,0,0
DB,Robinson.Trenton,52,0,0,1
DB,Roby.Bradley,40,0,1,1
DB,Rodgers-Cromartie.Dominique,58,0,2,3
DB,Rolle.Jumal,3,0,0,0
DB,Rollins.Quinten,31,1,0,2
DB,Rose.Winston,0,0,0,0
DB,Ross.Brandian,0,0,0,0
DB,Rowe.Eric,31,0,0,1
DB,Russell.KeiVarae,0,0,0,0
DB,Ryan.Logan,74,0,0,4
DB,Sample.James,15,0,0,0
DB,Sanchez.Zack,0,0,0,0
DB,Sanford.Jamarca,14,0,0,1
DB,Scandrick.Orlando,0,0,0,0
DB,Scott.Larry,0,0,0,0
DB,Scott.Tim,0,0,0,0
DB,Seamster.Sammy,0,0,0,0
DB,Searcy.Da'Norris,55,1,0,1
DB,Sefon.Jordan,0,0,0,0
DB,Seisay.Mohammed,0,0,0,0
DB,Sendejo.Andrew,74,1,0,1
DB,Sensabaugh.Coty,60,0,0,2
DB,Seymour.Kevon,0,0,0,0
DB,Shabazz.Al-Hajj,0,0,0,0
DB,Shaw.Josh,23,0,0,0
DB,Shead.DeShawn,55,1,2,1
DB,Shepherd.JaCorey,0,0,0,0
DB,Sherels.Marcus,8,0,0,0
DB,Sherman.Richard,50,0,0,2
DB,Shields.Sam,39,0,0,3
DB,Short.Kevin,0,0,0,0
DB,Shumate.Elijah,0,0,0,0
DB,Simmons.Justin,0,0,0,0
DB,Simon.Tharold,0,0,0,0
DB,Sims.LeShaun,0,0,0,0
DB,Skrine.Buster,56,0,0,1
DB,Slay.Darius,59,0,0,2
DB,Smalley.Matt,0,0,0,0
DB,Smith.C.J.,0,0,0,0
DB,Smith.D'Joun,1,0,0,0
DB,Smith.Derron,4,0,0,0
DB,Smith.Harrison,66,2,1,2
DB,Smith.Jimmy,54,1,0,3
DB,Smith.Ryan,0,0,0,0
DB,Smith.Sean,45,0,0,2
DB,Smith.Tye,1,0,0,0
DB,Sorensen.Daniel,23,1,0,0
DB,Southward.Dezmen,1,0,0,0
DB,Stafford.Daimion,25,1,0,0
DB,Stewart.Darian,63,0,1,1
DB,Stuckey.Darrell,11,1,0,0
DB,Swann.Damian,22,0,0,0
DB,Swanson.Dax,0,0,0,0
DB,Swearinger.D.J.,19,0,1,0
DB,Talib.Aqib,45,0,0,3
DB,Tandy.Keith,42,1,0,0
DB,Tartt.Jaquiski,65,2,1,1
DB,Taylor.Cooper,11,0,0,0
DB,Taylor.Jamar,48,0,0,0
DB,Terrell.Steven,4,0,0,0
DB,Therezie.Robenson,33,0,0,1
DB,Thomas.Earl,64,0,1,5
DB,Thomas.Josh,4,0,0,0
DB,Thomas.Michael,85,0,0,0
DB,Thomas.Duke,0,0,0,0
DB,Thomas.Phillip,0,0,0,0
DB,Thomas.Shamarko,12,0,0,0
DB,Thompson.Cedric,0,0,0,0
DB,Thompson.Darian,0,0,0,0
DB,Thompson.Mykkele,0,0,0,0
DB,Thompson.Peyton,13,1,0,0
DB,Thorpe.Neiko,40,0,0,1
DB,Tidwell.John,0,0,0,0
DB,Toler.Greg,51,0,1,0
DB,Trawick.Brynden,15,0,0,0
DB,Trufant.Desmond,42,1,0,1
DB,Vaccaro.Kenny,104,3,1,0
DB,VanDyke.DeMarcus,0,0,0,0
DB,Ventrone.Ross,3,0,0,0
DB,Vereen.Brock,0,0,0,0
DB,Verner.Alterraun,56,1,1,1
DB,Verrett.Jason,47,0,0,3
DB,Vinopal.Ray,0,0,0,0
DB,Wade.Trevin,52,0,1,0
DB,Wallace.Cleveland,0,0,0,0
DB,Walls.Darrin,10,0,0,0
DB,Ward.Jimmie,57,1,0,1
DB,Ward.T.J.,61,2,2,0
DB,Washington.Charles,0,0,0,0
DB,Washington.Donald,0,0,0,0
DB,Washington.Jabriel,0,0,0,0
DB,Watkins.Jaylen,4,0,0,0
DB,Waynes.Trae,30,0,0,0
DB,Webb.Lardarius,54,0,0,1
DB,Webb.B.W.,22,0,0,1
DB,Webster.Kayvon,11,0,0,0
DB,Weddle.Eric,78,1,0,0
DB,Wells.Ian,0,0,0,0
DB,White.Corey,6,0,0,0
DB,White.Darius,0,0,0,0
DB,White.D.J.,0,0,0,0
DB,White.Melvin,0,0,0,0
DB,Whitehead.Jermaine,0,0,0,0
DB,Wilcox.J.J.,53,0,0,1
DB,Williams.Aaron,15,0,0,1
DB,Williams.Brandon,0,0,0,0
DB,Williams.Frankie,0,0,0,0
DB,Williams.K'Waun,39,1,3,0
DB,Williams.P.J.,0,0,0,0
DB,Williams.Marcus,27,2,1,6
DB,Williams.Duke,28,1,0,0
DB,Williams.Shawn,32,0,0,2
DB,Williams.Steve,19,1,2,2
DB,Williams.Teddy,13,0,1,0
DB,Williams.Tramon,69,0,0,1
DB,Williams.Trevor,0,0,0,0
DB,Williamson.Andrew,0,0,0,0
DB,Wilson.Jimmy,44,1,0,1
DB,Wilson.Jarrod,0,0,0,0
DB,Wilson.Julian,0,0,0,0
DB,Wilson.Kyle,27,0,0,1
DB,Wilson.Tavon,13,0,0,0
DB,Wolff.Earl,0,0,0,0
DB,Worley.Daryl,0,0,0,0
DB,Wreh-Wilson.Blidi,20,0,0,0
DB,Wright.Major,25,0,0,0
DB,Wright.Shareece,40,0,0,0
DB,Young.Lou,0,0,0,0
DB,Young.Tavon,0,0,0,0
DB,Zamort.Ronald,0,0,0,0
DB,Zimmerman.Tyrequek,0,0,0,0
